name,visit
Frederick V of Denmark,2661
Marek Jankulovski,2659
Roh Tae-woo,2655
Gregor Schlierenzauer,2654
Wilhelm Ritter von Leeb,2653
John Pantsil,2652
Franz Brentano,2651
Roy Emerson,2651
Eric Allin Cornell,2651
Édouard Lalo,2646
Akhmad Kadyrov,2646
Fernandel,2646
Paolo Borsellino,2644
Trebonianus Gallus,2644
Guy Verhofstadt,2644
Camilo José Cela,2642
Tansu Çiller,2641
Andreas Möller,2640
Tomáš Ujfaluši,2640
Steven Hooker,2639
Charles Francis Richter,2639
John IV of Portugal,2639
Ivo Sanader,2634
Tarquinius Priscus,2630
Dominika Cibulková,2629
Federica Pellegrini,2628
Charles Scott Sherrington,2628
Brian Kobilka,2626
Ferenc Molnár,2626
Johannes Scotus Eriugena,2626
Jean-Marie Pfaff,2624
Willem Barents,2619
Vitantonio Liuzzi,2619
Stefan Uroš IV Dušan of Serbia,2618
Nikola Kalinić,2617
Ibn Tufail,2614
Giovanni Gentile,2612
Edmond Rostand,2610
Pope Urban VI,2610
Eugène Boudin,2607
Godfrey Hounsfield,2604
Yemelyan Pugachev,2603
John II Komnenos,2603
Symon Petlura,2603
Annie Jump Cannon,2602
Pieter Brueghel the Younger,2601
Seán MacBride,2600
Alan Sillitoe,2600
Yazdgerd III,2597
Ivo Josipović,2596
Gaius Caesar,2596
Svetlana Savitskaya,2594
Prosper Mérimée,2592
Michael VIII Palaiologos,2591
Francesca Schiavone,2591
Isaac Barrow,2590
Dino Buzzati,2589
Kumi Koda,2586
Theobald von Bethmann-Hollweg,2586
José Paolo Guerrero,2584
Howard Aiken,2581
Robert Hofstadter,2580
Bernard Hinault,2579
Walther Nernst,2579
Mazdak,2578
Bohuslav Martinů,2575
Igor Tudor,2574
Sándor Petőfi,2570
Elena Vesnina,2566
Ingeborg Bachmann,2565
Gratian,2565
Ruslan Rotan,2565
Basil I,2562
Lawrence Klein,2562
Dragan Džajić,2562
Errico Malatesta,2561
Ali al-Masudi,2557
Sheldon Lee Glashow,2557
Eumenes,2556
Arno Allan Penzias,2554
Lactantius,2554
Pedro Passos Coelho,2553
Lucien Bonaparte,2549
Zog of Albania,2545
John Harsanyi,2545
Mustafa II,2544
Publius Septimius Geta,2544
Somchai Wongsawat,2543
Álvaro Siza Vieira,2542
Silvio Piola,2542
Alfred Hershey,2539
Aldair,2538
Władysław III of Poland,2537
Levi P. Morton,2537
Louis Ignarro,2536
Giulio Romano,2533
John II of Castile,2533
Ferdinand Lassalle,2533
Sophus Lie,2530
Milovan Đilas,2530
Charles IX of Sweden,2530
Alfred Werner,2528
Ashur-nasir-pal II,2527
Bessus,2526
Tahmasp I,2526
Marian Rejewski,2526
Roger Y. Tsien,2526
Hilary of Poitiers,2524
Bjørnstjerne Bjørnson,2524
Thomas J. Sargent,2524
Mikhail Frunze,2522
Justin II,2521
Necho II,2520
Ricimer,2519
James Michel,2519
William Henry Bragg,2518
Pope Benedict XIII,2518
Joan Gamper,2517
Leszek Kołakowski,2517
James Heckman,2516
Georgi Plekhanov,2516
Jules Michelet,2515
Jacques Anquetil,2514
Pierre Boulle,2513
Léon Bakst,2511
James Franck,2508
Valentin Serov,2507
Ricardo Lagos,2506
John Michael Talbot,2506
Jarosław Kaczyński,2505
Stefan Banach,2504
Ernest Walton,2503
Cesar Cielo Filho,2498
Huayna Capac,2496
Bona Sforza,2494
John Milnor,2492
Sebastian Boenisch,2487
Pope Clement XI,2486
Eric XIV of Sweden,2486
Charles Messier,2486
Necmettin Erbakan,2485
Antonio José de Sucre,2485
Michael E. Brown,2484
Mohammad Ali Rajai,2484
August Ferdinand Möbius,2481
Frederick III of Denmark,2480
Semyon Budyonny,2476
Teófilo Cubillas,2476
Ezer Weizman,2475
Mikalojus Konstantinas Čiurlionis,2475
François-Noël Babeuf,2473
Julio Ricardo Cruz,2472
Grégory Coupet,2472
Luigi Cherubini,2470
Nikola Gruevski,2470
Cristiano Lucarelli,2466
Michael Haydn,2465
Peter Agre,2463
Louis the Stammerer,2463
Jaroslav Plašil,2460
Andreu Fontàs,2457
Mario Capecchi,2456
Mikhail Youzhny,2456
Rosen Plevneliev,2455
Zlatko Zahovič,2454
Alessandro Baricco,2453
Jelena Dokić,2452
Guillermo Coria,2450
Fritz Todt,2449
Stanisław I Leszczyński,2448
Marcian,2447
Christian III of Denmark,2445
Palmiro Togliatti,2444
John Newcombe,2442
Rebiya Kadeer,2442
Hans Baldung,2439
Vittore Carpaccio,2437
Clara Zetkin,2436
Ardashir I,2434
Bohumil Hrabal,2433
Ptolemy V Epiphanes,2430
Richie de Laet,2430
Richard Smalley,2430
Henry Pelham,2429
Serhiy Rebrov,2425
Hande Yener,2422
Adam Riess,2420
Kimiko Date,2420
Ernests Gulbis,2415
Unai Emery,2413
Papias,2413
Hermann Maier,2412
Daniel D. Tompkins,2411
Pierre Nkurunziza,2410
Andreas Köpke,2410
Joseph Radetzky von Radetz,2410
Rafael Alberti,2408
Albrecht Altdorfer,2404
Abbé Pierre,2404
Thomas Arne,2404
Pedro de Valdivia,2401
Matt Biondi,2399
Marcus Claudius Tacitus,2399
Multatuli,2398
Mart Poom,2397
Ptolemy XIII Theos Philopator,2396
William,2396
Mohamed Ould Abdel Aziz,2396
Ernst Thälmann,2395
Jean Vigo,2394
Oleg Salenko,2392
Tancredo Neves,2392
Hippasus,2391
Sarah Siddons,2391
Marcus Claudius Marcellus,2390
Joris Mathijsen,2390
Udo Jürgens,2389
Bao Dai,2389
Parmenion,2387
Filippino Lippi,2387
Vladimir Arnold,2385
Pippin of Herstal,2381
Nicolas François Appert,2381
Blaise Cendrars,2381
Lars Jacobsen,2380
Conrad Gessner,2380
Ernst Ruska,2379
Fernando Lugo,2379
Thomas Muster,2378
Hrant Dink,2378
Alfonso VI of Castile,2377
Mahmud I,2376
Joseph von Fraunhofer,2376
Gaspard de Coligny,2374
Yayi Boni,2374
Nikolai Berdyaev,2374
Amenemhat I,2372
Alexej von Jawlensky,2372
Robert Fico,2369
Karl Ferdinand Braun,2369
Al-Ma'arri,2369
Roger D. Kornberg,2367
Marcus Furius Camillus,2363
Aleksey Nikolayevich Tolstoy,2361
Miguel Monteiro,2360
Majorian,2359
Christian Klien,2357
Bharrat Jagdeo,2357
Gregory the Illuminator,2357
Posidonius,2356
Mustafa IV,2355
Virginia Apgar,2353
Aristide Maillol,2353
Giuseppe Farina,2353
John V of Portugal,2352
Ernst Happel,2349
Alexander Khalifman,2348
Edmund Phelps,2347
Paul Reynaud,2344
Juan Antonio Samaranch,2343
Karl Drais,2343
Pierre Puvis de Chavannes,2343
Agrippa I,2343
Pope Liberius,2343
Samo,2342
Colin Maclaurin,2338
Carl Bosch,2338
Stephan Andersen,2336
Gerty Cori,2336
Maximilian von Weichs,2335
Frederick I of Denmark,2334
Werner Faymann,2332
Tomi Putaansuu,2331
Liédson,2328
Pope Clement XIII,2326
Charles Albert of Sardinia,2326
Ioannis Kapodistrias,2326
Peter Doherty,2326
Carlos Javier Cuéllar,2325
Pope Zachary,2324
Mustafa III,2323
Tom Boonen,2323
Radamel Falcao García,2321
Jerzy Buzek,2318
Hedwiges Maduro,2318
Nanni Moretti,2317
Pope Evaristus,2317
Lasse Virén,2316
Geiseric,2312
Saxo Grammaticus,2311
Carlos Andrés Pérez,2310
Shohei Imamura,2310
Louis Antoine de Bougainville,2310
Sigismund I the Old,2306
Ramiz Alia,2305
Seneca the Elder,2303
Ahmed II,2302
Apollonius of Rhodes,2301
Andrew II of Hungary,2301
Statius,2299
Leopold Kronecker,2298
Yegor Gaidar,2295
Clotaire I,2294
Isma'il Pasha,2293
Charlotte of Belgium,2293
Gustáv Husák,2292
Pope Eugene IV,2289
Ivo Karlović,2288
Karolina Gočeva,2287
Pope Callixtus I,2287
Jan Žižka,2287
"Adolfo Suárez, 1st Duke of Suárez",2287
Theocritus,2285
Nicolas Oresme,2284
Thomas Häßler,2282
Sven Hedin,2281
Aysel Teymurzadeh,2281
Léonin,2281
Denis Papin,2280
Niko Pirosmanashvili,2280
Muslim ibn al-Hajjaj,2278
Jacob Jordaens,2278
Māris Verpakovskis,2278
Jean Lannes,2276
Italo Svevo,2276
Giuseppe Tomasi di Lampedusa,2275
Max Perutz,2272
Giovanni Battista Belzoni,2269
Edward Drinker Cope,2268
Gaafar Nimeiry,2267
Rinat Dasaev,2265
Sully Prudhomme,2264
Hanno the Navigator,2262
Heinrich Mann,2262
Urbain Le Verrier,2261
Pope Clement X,2261
John Dunstable,2259
Ferenc Szálasi,2259
Moshe Sharett,2258
Michael Rensing,2254
David IV of Georgia,2253
César Cui,2252
Pope Gregory XV,2250
Felix Hausdorff,2249
Bourvil,2249
Yang Liwei,2247
Milo Đukanović,2246
Siegbert Tarrasch,2242
Charles-Marie Widor,2242
William of Rubruck,2242
Alpha Condé,2240
János Áder,2239
Jan Mucha,2238
Martin Heinrich Klaproth,2238
Lars Løkke Rasmussen,2235
Choummaly Sayasone,2235
Jeremy Wariner,2235
Sven Kramer,2234
Ruggero Leoncavallo,2232
Harold Kroto,2230
Wilhelm List,2230
Homare Sawa,2229
José Gervasio Artigas,2223
Friedrich Bessel,2222
Kazuki Nakajima,2221
Theodore I Laskaris,2221
Carlo Azeglio Ciampi,2221
Sándor Márai,2219
Abai Kunanbaiuli,2219
Carinus,2217
Lars Onsager,2217
David Albelda,2215
Alexander Vinokourov,2215
Abdoulaye Wade,2214
Pierre Choderlos de Laclos,2214
Friedrich Ratzel,2213
Peter D. Mitchell,2211
Aemilianus,2210
Luigi Nono,2210
Theodor Fontane,2209
Afonso V of Portugal,2209
Madonna,2208
Shota Rustaveli,2205
Sextus Propertius,2203
Manuel Belgrano,2201
Zviad Gamsakhurdia,2201
Philip V of Macedon,2201
Christa Wolf,2199
シルショ,2199
Ernst Barlach,2199
Horloogiyn Choybalsan,2198
Thomas A. Hendricks,2197
José Sarney,2196
Georg Trakl,2194
Lion Feuchtwanger,2194
Richard Krajicek,2193
Willard Libby,2192
Carl von Ossietzky,2191
Quintus Sertorius,2190
George Seferis,2189
Bernard Bolzano,2189
Wilhelm Pieck,2188
Demetrius I of Macedon,2188
Eduardo Frei Ruiz-Tagle,2188
Tassos Papadopoulos,2187
Pope Fabian,2187
Edward C. Prescott,2187
Andrei Bely,2186
Eugenio Montale,2186
Bernhard von Bülow,2185
Jordanes,2185
Euzebiusz Smolarek,2185
Pope Clement XII,2183
Pope Pius I,2182
Massoud Barzani,2182
Bulat Okudzhava,2181
Sam Nujoma,2180
Bai Juyi,2178
Alexander Alexandrovich Friedman,2177
Grand Ayatollah Hossein-Ali Montazeri,2177
Esarhaddon,2177
Michel Eugène Chevreul,2176
Pyotr Nikolayevich Wrangel,2174
Craig Mello,2173
Avitus,2172
Pope Miltiades,2171
Harel Skaat,2168
Eric of Pomerania,2165
George Emil Palade,2162
Ludovico Ariosto,2160
Abraham ibn Ezra,2160
Michael III,2159
Emil Adolf von Behring,2158
Martin Evans,2158
Burebista,2156
Frank B. Kellogg,2155
Nicholas M. Butler,2154
Gaspard Monge,2153
Louis of Spain,2151
Félix Faure,2151
Ralph M. Steinman,2150
Adolph von Menzel,2149
Andrija Mohorovičić,2148
Linda B. Buck,2148
Apollodorus of Damascus,2147
George Tupou V,2147
Wilhelm Friedemann Bach,2147
Johann Heinrich Lambert,2147
Manuel II Palaiologos,2146
Romanos III,2145
Pelayo of Asturias,2144
Pope Nicholas I,2143
Wilfred Bouma,2143
Pope Anterus,2142
Richard Nikolaus Graf Coudenhove-Kalergi,2142
Pappus of Alexandria,2140
Pupienus,2137
Mikel John Obi,2136
Patriarch Alexy II of Moscow,2136
Jacques Ibert,2134
Robert Woodrow Wilson,2131
Stanley B. Prusiner,2130
Yehuda Halevi,2130
Peter III of Aragon,2128
Gerald Edelman,2127
Walter Kohn,2127
Boleslaw I of Poland,2127
Béla IV of Hungary,2127
Harry Harrison,2124
Gilles Simon,2124
Eduardo Frei Montalva,2124
Tyrtaeus,2122
Osman III,2120
Alexander John Cuza,2120
Giovanni Giolitti,2117
John II Casimir of Poland,2116
Louis V of France,2115
Amenemhat III,2114
Alexander Gottlieb Baumgarten,2113
Franz Werfel,2112
Walter Scheel,2112
Cyril of Jerusalem,2111
Aleksei Brusilov,2110
John Cockcroft,2110
Eric Boullier,2110
Casimir IV Jagiellon,2110
Ancus Marcius,2108
Pope Gregory XI,2107
Agesilaus II,2107
Wilhelm Busch,2105
Stjepan Mesić,2104
Peter A. Diamond,2104
Conrad III of Germany,2104
Vavá,2104
Ctesibius of Alexandria,2101
Akseli Gallen-Kallela,2100
Pope Innocent XII,2096
Rodion Malinovsky,2096
Roger I of Sicily,2094
Gérard Philipe,2093
Pope Sixtus I,2093
Pope Honorius III,2091
Marcus Grönholm,2091
Morten Olsen,2089
Manco Capac,2089
Ahmadou Ahidjo,2087
Pope Nicholas III,2085
Isaac II Angelos,2083
Tullus Hostilius,2082
Lloyd Shapley,2082
Walther von der Vogelweide,2081
Otto Loewi,2081
Joseph I of Portugal,2080
Hans Magnus Enzensberger,2080
"Philip II, Duke of Burgundy",2080
Jana Novotná,2076
David Brewster,2074
Cleopatra II of Egypt,2074
Samuil of Bulgaria,2073
Anna Gavalda,2073
Wim Kok,2072
Christian V of Denmark,2072
Carol W. Greider,2071
Jan Peter Balkenende,2069
Marit Bjørgen,2068
Ottokar II of Bohemia,2068
Constantine V,2067
James Van Allen,2067
Andronikos I Komnenos,2064
John of Nepomuk,2064
Carl Wieman,2064
Robert H. Grubbs,2063
Alain Juppé,2062
Yamagata Aritomo,2062
Joseph Rotblat,2060
Alfred de Vigny,2060
Sin-Itiro Tomonaga,2060
Jan Tinbergen,2059
Alfonso V of Aragon,2057
Archytas,2057
James Macpherson,2056
William Kvist,2055
Günter Netzer,2055
Abdullahi Yusuf Ahmed,2055
Grzegorz Lato,2054
Andreas Ivanschitz,2052
Claude Cohen-Tannoudji,2052
Pippin of Italy,2051
Harald zur Hausen,2051
Florianus,2049
Cosmin Contra,2049
Ognjen Vukojević,2048
Max Mirnyi,2048
Georg von Küchler,2045
Vasili Vasilyevich Vereshchagin,2044
Marita Koch,2043
Annie Girardot,2040
Mardonius,2040
Pietro Damiani,2039
Ennius,2039
Saint Mesrob,2038
John C. Mather,2038
Bolesław Bierut,2038
Željko Komšić,2038
Amadeo I of Spain,2037
Jacopo Peri,2036
Jan Oort,2032
Presidency of Fidel V. Ramos,2032
Ivan Goncharov,2031
Birgit Prinz,2031
Niccolò Fontana Tartaglia,2031
Andrew Fire,2030
Katlego Mphela,2029
Alcaeus,2027
Maurice Druon,2026
Cara Black,2026
Jérôme d'Ambrosio,2024
Gerard P. Kuiper,2023
Matti Nykänen,2022
Bjørn Dæhlie,2021
Rauf Denktaş,2019
Ástor Piazzolla,2017
Hugo van der Goes,2017
Antonios Nikopolidis,2017
As-Saffah,2016
Frederick IV of Denmark,2016
Mindaugas,2015
Ludvig Holberg,2015
Ernst Boris Chain,2014
Janez Janša,2013
Nabopolassar,2013
André Masséna,2012
André Maurois,2011
Roger Garaudy,2011
Milivoje Novakovič,2010
Christopher A. Pissarides,2008
Wolfram von Eschenbach,2008
Charles Hermite,2006
Alfred Döblin,2004
Lazare Carnot,2003
Quintillus,2001
Cleomenes I,2001
Laurent Fignon,2000
Henri Moissan,2000
Perdiccas,1999
Jacques Hébert,1998
Hifikepunye Pohamba,1997
René Préval,1996
Marshall Warren Nirenberg,1995
Ivan Ljubičić,1995
Merton Miller,1995
Pope Gregory XIV,1990
Xerxes II of Persia,1989
Carlo Rubbia,1987
Gottfried Benn,1986
Françoise Barré-Sinoussi,1985
Anacreon,1983
Michael Andreas Barclay de Tolly,1983
Pope Cornelius,1983
Piero di Lorenzo de' Medici,1983
Borut Pahor,1980
Sextus Pompeius,1980
Bruno Bauer,1979
Sellapan Ramanathan,1977
Philipp Scheidemann,1976
Józef Antoni Poniatowski,1976
Julia Görges,1975
Wilhelm Wien,1972
Ashikaga Takauji,1972
William A. Wheeler,1971
Viacheslav Malafeev,1970
Josip Jelačić,1969
Henri Lebesgue,1969
Тетяна Григорівна Ліберман,1964
Ambiorix,1964
Janne Ahonen,1963
Joseph Freiherr von Eichendorff,1962
Moritz Schlick,1959
Paul Lauterbur,1958
Joannes,1958
Vaira Vīķe-Freiberga,1957
Mário Soares,1957
Ish-bosheth,1956
Mike Hanke,1953
Nino Burjanadze,1953
Jan Pieterszoon Sweelinck,1952
Pyotr Kapitsa,1951
Valdas Adamkus,1949
Gnassingbé Eyadéma,1948
Chris Watson,1947
`Abbas ibn `Abd al-Muttalib,1947
François Jacob,1947
Lao She,1945
Pope Urban I,1944
Gabriel Lippmann,1941
Daniel Carleton Gajdusek,1941
Pope Zephyrinus,1941
Tommaso Campanella,1941
Dmitriy Ustinov,1940
Marcelo Caetano,1940
Roman Herzog,1939
Ferdinand Hodler,1938
Hippodamus of Miletus,1938
Mustafa Abdul Jalil,1937
António Guterres,1936
Thomas Cech,1936
Hans-Dietrich Genscher,1936
Phillip Allen Sharp,1934
Paul Reuter,1934
Anton Makarenko,1934
Charles I of Naples,1932
Pope Innocent I,1932
Gabriele D'Annunzio,1932
Michael Ventris,1932
Jack W. Szostak,1931
Abdou Diouf,1931
Frederick II of Denmark,1930
Rosalyn Sussman Yalow,1930
Anastasia Myskina,1929
Alfred Hugenberg,1927
Igor of Kiev,1925
Princess Máxima of the Netherlands,1918
Critias,1918
Rosso Fiorentino,1916
Mika Waltari,1915
Jacques Hadamard,1915
Klaus Mann,1912
Edward Mills Purcell,1912
François Guizot,1911
Faure Gnassingbé,1910
Stefan Nemanja,1909
Pope Pontian,1909
Arrigo Boito,1908
Athenaeus,1908
Samak Sundaravej,1908
Pieter Zeeman,1907
Vigdís Finnbogadóttir,1907
Ernst Zermelo,1904
Albert Fert,1903
Tirso de Molina,1901
Lǐ Xiānniàn,1896
Andrei Tupolev,1895
Pope Hormisdas,1894
Miguel of Portugal,1893
Alexander I of Scotland,1892
Angelos Basinas,1890
George Paget Thomson,1890
Susumu Tonegawa,1889
Francis William Aston,1888
Anna Pavlovna of Russia,1887
Amadou Toumani Touré,1886
Petronius Maximus,1885
Ælfweard of Wessex,1884
Rafael Caldera,1884
Harold E. Varmus,1882
Vitaly Ginzburg,1881
Risto Ryti,1880
Giuseppe Di Stefano,1880
Huni,1880
Leonid Kantorovich,1877
Andrus Ansip,1876
Pope Anicetus,1875
Oliver Smithies,1875
Ur-Nammu,1874
Charlotte Nilsson,1874
Enrico Berlinguer,1873
Robert F. Engle,1873
Richard Axel,1873
Max Jacob,1872
Sergei Ignashevich,1871
Cao Xueqin,1870
John I Tzimiskes,1869
Baldwin I of Constantinople,1869
Jóhanna Guðrún Jónsdóttir,1869
Joseph Murray,1869
Anthemius,1868
Christiane Nüsslein-Volhard,1868
Gastón Gaudio,1867
Róbert Vittek,1866
Gediminas of Lithuania,1866
Joseph Greenberg,1865
Horst Seehofer,1865
Pope Innocent IX,1865
Mausolus,1864
Bruno of Cologne,1863
Kamose,1862
Alfonso XI of Castile,1862
Vasili III of Russia,1862
Axel Oxenstierna,1861
Hipólito Yrigoyen,1861
Gregory Palamas,1860
Giosuè Carducci,1859
Sigmund Jähn,1858
Lucius Cornelius Cinna,1856
Gianni Rodari,1852
Joaquim Chissano,1852
Salvador Luria,1852
Ramesses IV,1850
Rudolph A. Marcus,1849
Julia Domna,1847
Pope Innocent XIII,1847
Vasili IV of Russia,1846
John Pople,1845
Adolf von Baeyer,1844
Max Brod,1842
Lewis Milestone,1841
Martine Aubry,1841
Alexander I of Macedon,1840
William John Macquorn Rankine,1839
Christian de Duve,1839
Karl Ernst von Baer,1838
Adolfo Pérez Esquivel,1837
Samuel C. C. Ting,1835
Peter Benenson,1835
Noa,1835
Pope Alexander II,1833
Heinrich Lenz,1832
Agota Kristof,1830
Alfons Mucha,1828
Pope Sixtus II,1828
Pope Telesphorus,1827
Marc Gené,1825
Albert II of Germany,1825
George Wells Beadle,1825
Ei-ichi Negishi,1825
Gerhard Domagk,1824
Walter Houser Brattain,1824
Fouad Siniora,1823
Christian VI of Denmark,1821
Ivi Adamou,1820
Ugo Foscolo,1819
Fabian Gottlieb von Bellingshausen,1819
Yuan T. Lee,1818
Libius Severus,1818
Stefan Batory,1818
Constans,1815
Joachim du Bellay,1815
Kenzo Tange,1814
Sweyn II of Denmark,1814
Hana Mandlíková,1810
Artaxerxes III of Persia,1809
Igor Kurchatov,1809
William Bateson,1809
Leo von Caprivi,1808
Shapur II,1808
Paul-Henri Spaak,1808
Pope John XXI,1807
Leisel Jones,1807
Inge de Bruijn,1805
Anthony James Leggett,1804
Lovis Corinth,1802
Francesco Cavalli,1802
Mario Ančić,1801
Franz Graf Conrad von Hötzendorf,1801
François-André Danican Philidor,1800
Hugo Pratt,1798
Evliya Çelebi,1798
Wilhelm Eduard Weber,1797
Igor Smirnov,1797
George Andrew Olah,1797
Ivan Kramskoi,1796
Djer,1796
Jacobus Henricus van 't Hoff,1796
Nicolás Almagro,1796
Otto Jespersen,1795
Sharif Ahmed,1795
Fyodor II of Russia,1794
Norman Angell,1794
Yermak Timofeyevich,1794
Amr Moussa,1794
Fritz Walter,1794
Wacław Sierpiński,1793
Teti,1791
John III of Sweden,1791
Bruce Beutler,1789
Claude Adrien Helvétius,1789
Johannes Stark,1788
Itamar Franco,1788
Art Clokey,1788
"Marie-Madeleine Pioche de la Vergne, comtesse de la Fayette",1787
Sandro Pertini,1786
Vladimir II Monomakh,1786
Ivan Gašparovič,1786
Nikephoros II,1786
Alfonso VII of León,1783
Iamblichus of Chalcis,1783
Viktor Kassai,1783
Marc Ravalomanana,1783
Pope Adrian I,1783
Tim Borowski,1782
Felix Wankel,1781
Carl David Anderson,1780
Edward Rydz-Śmigły,1778
Ivan Mazepa,1776
Levy Mwanawasa,1776
Pope Julius I,1776
Boris Trajkovski,1776
Pope Siricius,1775
Ulfilas,1774
"Carloman, son of Pippin III",1773
Léon Gambetta,1773
Ivan Krylov,1772
Pierre-Gilles de Gennes,1771
Yevgeny Primakov,1770
Thorbjørn Jagland,1769
Francesco Cossiga,1769
Tigran Sargsyan,1769
Julien Offray de La Mettrie,1768
Marie François Sadi Carnot,1767
Gaius Julius Hyginus,1766
Gerhard Armauer Hansen,1766
Jan Ceulemans,1764
Guillaume de l'Hôpital,1763
Khasekhemwy,1763
Ricardo Zamora,1763
Johannes Heesters,1762
John VIII Palaiologos,1759
Carolina Klüft,1759
Pope Eugene III,1755
Arthur Henderson,1755
Shalmaneser III,1753
Pope Clement IX,1752
Grazia Deledda,1752
Christian B. Anfinsen,1752
Doris Leuthard,1752
Robin Warren,1752
Ernesto Geisel,1751
Bruno Kreisky,1751
Alfonso VIII of Castile,1750
Jaroslav Hašek,1749
Clement of Ohrid,1748
Yoshikatsu Kawaguchi,1748
Kakuei Tanaka,1747
Patriarch Photios I of Constantinople,1747
Krum of Bulgaria,1745
Pieter van den Hoogenband,1744
Pope Alexander VIII,1743
Roberto Abbondanzieri,1743
Oleksandr Shovkovsky,1741
Hisham ibn Abd al-Malik,1737
Henri Louis Le Chatelier,1737
Gisela Dulko,1735
Pope Benedict XII,1735
Julius Robert von Mayer,1734
Pope Innocent II,1733
Thomas Schaaf,1731
Carl Michael Bellman,1731
Werner Forssmann,1731
Eric Maskin,1731
Pope John I,1730
Zillur Rahman,1730
Jean Baptiste Perrin,1730
Buvaysa Saytiev,1728
Marek Edelman,1727
Eisaku Sato,1725
Sidney Altman,1725
Djedefra,1724
Constantine IV,1724
Reinhard Selten,1724
Roderic,1722
Georges Charpak,1721
Endre Ady,1721
Childeric III,1720
Ruy López de Segura,1717
Adalbert of Prague,1717
Alexandros Tzorvas,1717
Göran Persson,1716
Georg Agricola,1716
Louis Auguste Blanqui,1715
Wolfgang Ketterle,1715
"Arnulf of Carinthia, Holy Roman Emperor",1715
Pope Honorius I,1714
Valentinian II,1714
August Bebel,1709
Abd el-Krim,1707
Pope Hyginus,1707
George Gapon,1706
Hans Spemann,1706
Flavius Valerius Severus,1706
Johannes Hevelius,1706
Appius Claudius Caecus,1705
Constantine VIII,1705
Théodore Rousseau,1705
Adolfo Bioy Casares,1703
Wladimir Köppen,1701
Cemal Gürsel,1697
Gerhard Ertl,1697
Louis-Nicolas Davout,1695
Marie-José Pérec,1694
Solomon ibn Gabirol,1694
Milorad Čavić,1694
Viktor Chernomyrdin,1694
Alejandro Valverde,1694
Lobsang Sangay,1692
Franz Josef Strauß,1692
Suppiluliuma I,1691
Pope Clement IV,1691
Pope Martin I,1691
George Biddell Airy,1689
Jean Giraudoux,1689
Francisco Solano López,1689
Alain Bernard,1687
Omar Sivori,1687
Mauno Koivisto,1686
Camille Flammarion,1686
Gustav Vigeland,1683
Fatos Nano,1682
Jacques Le Goff,1682
Hecataeus,1680
George Abela,1680
Rob Rensenbrink,1679
Aaron Klug,1678
Hannes Alfvén,1677
James Joseph Sylvester,1677
Vasily Surikov,1676
Gabriel Cramer,1676
Ruud Lubbers,1675
Vincent Candela,1674
Constantine Karamanlis,1674
Pope Boniface IX,1673
Aaron Ciechanover,1671
Antiochus I Soter,1671
Pope John VIII,1671
Zdeněk Grygera,1671
Joan I of Navarre,1670
Pope Dionysius,1670
Louis II of Hungary,1670
John Flamsteed,1670
James Mirrlees,1668
Clive Granger,1666
Max Delbrück,1665
Pope Urban V,1665
Lysias,1665
Osamu Shimomura,1665
John E. Sulston,1664
Elisa Bonaparte,1664
Emilia Plater,1662
Cleopatra III of Egypt,1662
Louis Vierne,1660
Willebrord Snellius,1659
Nikolai Mikhailovich Karamzin,1659
Jean-Pierre Raffarin,1655
Cyrus the Younger,1654
Feliciano López,1653
Lesya Ukrainka,1653
Robert B. Laughlin,1653
Claude Simon,1652
Willi Stoph,1650
Pasquale Paoli,1650
Claude Jade,1648
LaShawn Merritt,1648
Gerd Binnig,1646
Giuseppe Favalli,1645
Narses,1645
Sobekneferu,1645
Leland H. Hartwell,1645
Pope Stephen I,1642
Yitzhak Ben-Zvi,1642
Giuseppe Ungaretti,1642
Stéphane Lambiel,1641
Galina Vishnevskaya,1640
Conchita Martínez,1639
Sam Querrey,1638
Carlos Filipe Ximenes Belo,1637
Alexandr Ostrovsky,1636
Jean Henri Fabre,1636
Sławomir Mrożek,1635
Pope Soter,1634
Pope Gregory X,1633
Fernando de la Rúa,1633
Alva Myrdal,1632
Zheng Jie,1630
Stanley Rous,1630
Johannes Rau,1629
Martin Schongauer,1627
Francis Beaufort,1626
Richard R. Schrock,1626
Leonid Kravchuk,1623
Nikolai Leskov,1622
János Bolyai,1622
Giovanni Verga,1621
Pope Eleuterus,1619
Jules A. Hoffmann,1619
Ram Narayan,1618
Frédéric Passy,1617
José Sócrates,1615
Frederick Chiluba,1613
Konstantin Zyryanov,1612
Eduard Buchner,1612
Anja Pärson,1612
France Prešeren,1611
Pope Stephen II,1610
Giovanni da Pian del Carpine,1610
David Rozehnal,1609
Djet,1609
Francesco Guicciardini,1609
Anton Raphael Mengs,1608
Igor Tamm,1607
Wilhelm Marx,1605
Semih Şentürk,1604
Lucas Papademos,1603
Pope Vigilius,1603
Regiomontanus,1601
Perseus of Macedon,1601
Camille Jordan,1601
Ahmet Necdet Sezer,1601
Kurmanbek Bakiyev,1600
Tim Hunt,1599
Gino Bartali,1599
Afonso III of Portugal,1599
Pope Alexander IV,1599
Édouard Balladur,1599
Rómulo Gallegos,1599
Johann Gottfried Galle,1597
Adam of Bremen,1596
Claudius II,1596
Karl Renner,1595
Ragnar Anton Kittil Frisch,1595
Zosimus,1595
Paulo Mendes da Rocha,1595
Emilio Salgari,1593
Daniel Auber,1593
Martin Chalfie,1592
Yaşar Kemal,1588
Alain-Fournier,1585
René Cassin,1584
Pope Constantine,1584
