name,visit
"Robert III, Duke of Normandy",4925
Charles Trenet,4923
Juliano Belletti,4921
Marija Šerifović,4921
Tsakhiagiin Elbegdorj,4921
Katharina von Bora,4918
Olaf II of Norway,4918
Santiago Bernabéu Yeste,4917
Boris Akunin,4917
Eric Saade,4914
Anne of Brittany,4914
Francisco Zurbarán,4907
Michael Curtiz,4906
Aldus Manutius,4903
James Tobin,4898
Justus von Liebig,4895
Thomas Bayes,4892
Pope Celestine V,4890
Zucchero,4890
Olga Korbut,4890
Tomáš Masaryk,4886
Selim III,4881
Nicolaas Bloembergen,4880
Pope Gregory XIII,4875
Carl Czerny,4872
Robert Musil,4869
Luciano Berio,4862
Helmuth von Moltke the Younger,4857
Norbert Elias,4856
Vasily Chuikov,4855
Murad II,4848
Makarios III,4846
Than Shwe,4843
László Bíró,4842
Gustavo Kuerten,4841
Gustav I of Sweden,4839
Hashim Thaci,4838
Alan J. Pakula,4838
Stipe Pletikosa,4838
Alexander Frei,4832
Jerome Isaac Friedman,4826
Hafizullah Amin,4825
Ian Khama,4821
Douglass North,4819
Ram Baran Yadav,4819
Mary Leakey,4819
Pierre Bayle,4810
Friedrich Hölderlin,4809
Vitaly Petrov,4807
Romain Rolland,4807
Ioannis Metaxas,4805
Rudolf Carnap,4804
`Abdu'l-Bahá,4797
Luc Montagnier,4796
Hans Kelsen,4791
Bettino Craxi,4789
Giampiero Boniperti,4786
Teimour Radjabov,4783
Paul Hausser,4782
Orlande de Lassus,4777
Bert van Marwijk,4775
David Rudisha,4774
John Hume,4771
James Cronin,4770
Carl Woese,4768
Herbert Kroemer,4766
Peter Behrens,4766
Senusret I,4765
Antiochus III the Great,4759
Nezami,4759
Zita of Bourbon-Parma,4757
Maumoon Abdul Gayoom,4757
Jan Palach,4757
Joseph Wright of Derby,4756
Harold Harefoot,4753
Janko Tipsarević,4751
George Gamow,4750
Dick Advocaat,4748
Offa of Mercia,4747
Maxentius,4746
Victoria Abril,4743
Saleh,4741
Patriarch Kirill I of Moscow,4741
DJ BoBo,4740
Gaston Bachelard,4739
Ann Radcliffe,4738
Elena Ceauşescu,4737
Hermann Minkowski,4736
Maniche,4734
George Canning,4733
Aristides,4732
Annibale Carracci,4732
Nadia Boulanger,4729
Serzh Sarkisyan,4729
Matthias Grünewald,4726
Mikhail Kalinin,4725
Ludovico Sforza,4724
Masatoshi Koshiba,4723
Reinaldo Arenas,4723
Romano Prodi,4722
Thomas Keneally,4722
Christian Maggio,4718
François Villon,4717
Cyprian,4715
Johann Nepomuk Hummel,4714
Charles G. Dawes,4711
Valentinian I,4710
Richard E. Taylor,4710
Jean-Claude Juncker,4705
Robert Southey,4702
Eugène Viollet-le-Duc,4700
Erwin von Witzleben,4698
Ross Turnbull,4695
David Gross,4691
Edward Sapir,4687
Emil Kraepelin,4683
Osip Mandelstam,4680
Juscelino Kubitschek de Oliveira,4676
Walther von Brauchitsch,4675
Gao Xingjian,4673
Aloysius Gonzaga,4673
Gro Harlem Brundtland,4666
Sara Errani,4664
Giovanni Battista Pergolesi,4659
Dieterich Buxtehude,4656
Wilhelm Furtwängler,4649
Geremi Njitap,4648
Gunnar Myrdal,4647
Pope Julius III,4645
Martin Lewis Perl,4645
Hans Adolf Krebs,4644
Buenaventura Durruti,4643
Steve Sidwell,4642
Patrick Süskind,4640
Stephen Appiah,4638
Salva Kiir Mayardit,4638
Frederick IX of Denmark,4631
Saint Florian,4628
Roberto Ayala,4620
Salvatore Schillaci,4620
Philip VI of France,4619
Apuleius,4612
Alexander Stepanovich Popov,4610
Pope Pius VII,4609
Pafnuty Chebyshev,4607
John Garang,4606
Paul Éluard,4606
Tore André Flo,4605
Albert Abraham Michelson,4604
César Pelli,4602
Sun Quan,4601
Gilberto Gil,4600
Zhang Fei,4599
Abd al-Qadir,4593
Goh Chok Tong,4590
Heinrich von Kleist,4590
Léon Blum,4584
Pope Urban VIII,4584
Claudio Abbado,4582
José Antonio Primo de Rivera,4581
Tony Hibbert,4580
Augustus II the Strong,4577
Sakis Rouvas,4576
Robert Bellarmine,4570
"Sultan, Crown Prince of Saudi Arabia",4570
Ahmed Yassin,4567
Gustaf V of Sweden,4566
Alessandro Manzoni,4566
Truong Tan Sang,4560
Claude of France,4559
Cecilia Bartoli,4556
Peter Carl Fabergé,4555
Shennong,4553
Edgar Wallace,4552
Muhammad al-Idrisi,4552
Michael of Romania,4550
Augustus De Morgan,4549
Franz Halder,4549
Alexis Carrel,4543
Arthur de Gobineau,4543
Henrique Capriles Radonski,4541
Gregory of Nyssa,4539
Antipope John XXIII,4536
Alexis I of Russia,4534
Walter Gargano,4532
Heinz-Harald Frentzen,4528
Pope Sixtus V,4527
Hans Georg Dehmelt,4524
Marcel Lefebvre,4521
Simon Rolfes,4521
Rinus Michels,4520
Bridget of Sweden,4519
Arrian,4518
Chaim Soutine,4517
John Gurdon,4517
Johann Joachim Winckelmann,4516
João Havelange,4513
Chrétien de Troyes,4508
Arthur Schnitzler,4504
Jeronimo Cacau,4504
Pat Cash,4503
Werner von Blomberg,4499
Spencer Tunick,4498
Paavo Nurmi,4497
Aki Kaurismäki,4496
Emperor Komei,4495
Abdul Karim Qassim,4493
Chen Shui-bian,4488
Publius Quinctilius Varus,4487
Atifete Jahjaga,4487
Vytautas the Great,4487
Myron Scholes,4486
Ante Gotovina,4483
John Schlesinger,4482
Werner Mölders,4481
Victor Ponta,4479
James M. Buchanan,4478
Engelbert Dollfuss,4475
Sezen Aksu,4472
Martin Petrov,4471
Lutz Graf Schwerin von Krosigk,4471
Marcel Pagnol,4470
Saints Cosmas and Damian,4467
Jetro Willems,4464
Ben Roy Mottelson,4460
Karl Weierstrass,4457
Tal Ben Haim,4455
Eudoxus of Cnidus,4454
Amin Maalouf,4454
Ilya Prigogine,4454
Alfred Musset,4451
Elizabeth Blackburn,4450
Pope Pius III,4449
Yuri Zhirkov,4448
Marsilio Ficino,4448
Thutmose II,4446
Jacques-Bénigne Bossuet,4445
Christian Doppler,4442
Pytheas,4438
Ryszard Kapuściński,4437
Boris III of Bulgaria,4437
Mehmed-paša Sokolović,4436
Jaber Al-Ahmad Al-Jaber Al-Sabah,4435
Sallust,4433
Louis Antoine de Saint-Just,4432
Louis Blériot,4431
Scott Speed,4430
Arturo Pérez-Reverte,4429
Lila Downs,4428
Raymond Poincaré,4427
Maurice Utrillo,4425
Lou Andreas-Salomé,4423
Michel Hazanavicius,4421
Hermann Oberth,4421
Alfred Tarski,4416
George Pólya,4414
Gaël Monfils,4414
Porfirio Pepe Lobo,4411
Paul Nurse,4406
Zhu Xi,4406
Frederick VIII of Denmark,4404
Guido d'Arezzo,4400
Cláudio Taffarel,4400
Rudolf Bultmann,4398
David II of Scotland,4395
Luca Antonini,4394
Karl Brandt,4394
Joseph L. Mankiewicz,4393
Alfred Jarry,4392
Caroline of Ansbach,4387
Philipp Melanchthon,4387
Queen Sonja of Norway,4385
Hugo Viana,4383
Eleftherios Venizelos,4382
Faisal II of Iraq,4379
Maximiliano Pereira,4379
Augusto César Sandino,4378
Carl Bildt,4377
Sargon II,4376
Yevgeny Zamyatin,4374
Ferdinand Tönnies,4374
Francisco de Quevedo,4373
Emilio Butragueño,4368
Carol Reed,4368
Bohdan Khmelnytsky,4367
Félix Houphouët-Boigny,4365
Val Logsdon Fitch,4365
Lavaka Ata 'Ulukalala,4362
Sebastian of Portugal,4354
Karolos Papoulias,4352
Murad IV,4350
Tiye,4349
Theodosius II,4347
David Baltimore,4346
Lewis Henry Morgan,4345
Percival Lowell,4345
Martín Palermo,4344
Al-Mansur,4341
Enrique Granados,4339
Thomas Sørensen,4338
Carl Gustav Jakob Jacobi,4334
Julius Nepos,4333
Olli Rehn,4331
Pope Pius VI,4329
Thomas à Kempis,4329
L. L. Zamenhof,4326
Louis Bonaparte,4323
Ananda,4321
Alphonse de Lamartine,4321
Alejandro Amenábar,4319
Hans Asperger,4311
Zdravko Kuzmanović,4309
Gotthard Heinrici,4309
Robert Kovač,4307
Vitus,4305
Theodore von Karman,4302
Richard Freiherr von Krafft-Ebing,4298
Françoise Sagan,4297
Henry the Lion,4296
Pope Innocent X,4295
Salvatore Adamo,4293
Sigismund III Vasa,4284
Guido Reni,4283
Bernardo O'Higgins,4282
Constantius Chlorus,4281
Mykola Azarov,4280
Rüştü Reçber,4278
Albert Uderzo,4274
Abdur Rahman Khan,4274
Xenophanes,4266
Apollonius of Perga,4266
Robert III of Scotland,4265
Edwy of England,4265
Lee De Forest,4265
Zbigniew Boniek,4265
Epaminondas,4261
Anthony Davidson,4259
Pedro Calderón de la Barca,4258
Armand Traore,4257
Sir John Richard Hicks,4255
Francisco Javier Rodríguez,4252
Carol I of Romania,4245
Abd al-Rab Mansur al-Hadi,4244
Peggy Ashcroft,4240
Peyo,4240
Christian IV of Denmark,4237
Luís de Camões,4236
Jean-Eric Vergne,4229
Mikhail Illarionovich Kutuzov,4226
Vicente Rodríguez,4223
Erich Kästner,4223
Robert C. Merton,4222
Muhammad al-Baqir,4219
Carl Nielsen,4216
Duccio,4214
Otto von Guericke,4212
Dmytro Chygrynskyy,4209
Paul Ludwig Ewald von Kleist,4208
Robert II of France,4207
Dan Shechtman,4205
Franz Lehár,4200
Maurice Maeterlinck,4199
George II of Greece,4190
Leopoldo Galtieri,4189
Ferdinand von Zeppelin,4189
Idriss Carlos Kameni,4186
Alexander Mackenzie,4185
Ricardo Pereira,4185
Brett Emerton,4183
Léon Degrelle,4182
Roberto Donadoni,4182
Pope Adrian IV,4181
Giacomo Meyerbeer,4177
Gabriel Milito,4177
Rivelino,4176
Imam Shamil,4175
Jan Matejko,4174
August Macke,4170
Ahmed Hassan al-Bakr,4168
François Quesnay,4165
Bent Larsen,4163
Max Euwe,4162
Zhang Heng,4157
Lucio Dalla,4156
Takuma Sato,4153
Hermann Weyl,4151
Jan Ullrich,4150
Fuad II of Egypt,4149
Willem Einthoven,4148
Pablo de Sarasate,4147
Chrysippus,4146
Carlos Marchena,4144
Otto Rehhagel,4142
Erich Wolfgang Korngold,4141
Joseph Joffre,4141
Uche Kalu,4137
Adrien-Marie Legendre,4134
Pope Clement V,4134
Murad I,4134
Lothair I,4133
Amenhotep II,4131
Philip I of France,4130
Gian Carlo Menotti,4127
Arthur Penn,4123
Roger Wolcott Sperry,4121
Ferdinand III of Castile,4118
Nâzım Hikmet,4116
Megasthenes,4115
Heinrich Schütz,4111
Jacques Maritain,4110
Jadwiga of Poland,4108
Joseph Marie Jacquard,4105
John Atta-Mills,4102
Jan Garbarek,4101
René Guénon,4101
Cristian Zaccardo,4101
Erich von Falkenhayn,4098
Jakob Böhme,4097
Jami,4096
Daniel Passarella,4095
Heinrich Brüning,4095
Tamar of Georgia,4095
Bernard Werber,4093
Giambologna,4091
Todor Zhivkov,4091
Maria Leszczyńska,4089
Gallienus,4089
Abdülâziz,4087
Mehmed IV,4087
Elena Dementieva,4087
Konstantin Novoselov,4084
Smenkhkare,4082
Alonzo Church,4081
Arnold Böcklin,4080
Sejanus,4073
Simon Kuznets,4072
Jean Paul,4071
Pierre de Beaumarchais,4070
Merneptah,4068
Isaac Levitan,4068
Ólafur Ragnar Grímsson,4067
Berti Vogts,4063
Sydney Brenner,4056
Margaret I of Denmark,4055
Carl Larsson,4054
Carlos Salcido,4053
Mary I of Portugal,4053
Josemaría Escrivá de Balaguer,4053
Hans Küng,4052
Edward Norton Lorenz,4050
Isabella of Portugal,4050
Camillo Golgi,4049
False Dmitriy I,4047
James Frazer,4047
Blaise Compaoré,4045
Witold Lutosławski,4043
Alejo Carpentier,4038
Jacob Burckhardt,4033
Afonso I of Portugal,4033
Nikolaas Tinbergen,4031
Joseph de Maistre,4031
Vladimir Tatlin,4026
Boudewijn Zenden,4025
Philip III of France,4023
Bob Beamon,4021
Yu-Na Kim,4021
"Philip III, Duke of Burgundy",4020
Galerius,4019
Pope Gelasius I,4019
Javier Solana,4018
John Millington Synge,4018
Hans Geiger,4017
Pope Paul IV,4017
Myron,4016
Konstantin von Neurath,4011
Flavius Aëtius,4011
Pope John XII,4004
Gustav Fechner,4004
Daniel Jarque,4003
Pontormo,4001
Nero Claudius Drusus,4000
Marcion of Sinope,3996
Elihu Root,3995
Jean le Rond d'Alembert,3994
Kate Ryan,3992
Henry van de Velde,3991
Hans Memling,3991
Paul Emil von Lettow-Vorbeck,3990
Aleksander Kwaśniewski,3989
Fernando Sor,3981
Alberto Moravia,3980
Joseph Louis Lagrange,3980
Andry Rajoelina,3976
Pope Pius II,3975
César Vallejo,3973
Moshe Katsav,3972
Max von Laue,3965
Brett Holman,3963
Mohamed Hussein Tantawi,3962
Mickaël Landreau,3955
Dennis Gabor,3955
Alexander Glazunov,3953
Cai Lun,3952
Władysław IV Vasa,3948
Paula Fernandes,3946
Jostein Gaarder,3946
Baldwin I of Jerusalem,3945
Marcus Annaeus Lucanus,3945
George Stigler,3945
Emile Berliner,3943
Marina Tsvetaeva,3941
Léo Delibes,3940
Thomas R. Marshall,3936
Henry I of Germany,3933
Amélie Mauresmo,3929
Mary Dyer,3929
Pietro Aretino,3927
Nurhaci,3926
Tarja Halonen,3924
Rebecca Soni,3923
Jochi,3922
Julian Schwinger,3918
Abu Talib ibn ‘Abdu’l-Muttalib,3917
Antigonus I Monophthalmus,3914
Friedrich Dürrenmatt,3913
Sigrid Undset,3911
Rodrigo Taddei,3906
Pepi II Neferkare,3904
Didius Julianus,3903
Pedro de la Rosa,3900
Paul Berg,3897
Amélie Nothomb,3896
Tomislav Nikolić,3894
Menkaura,3891
Maurice de Vlaminck,3889
Michael Atiyah,3888
Ed O'Brien,3886
Khosrau II,3884
Walter Zenga,3882
Toomas Hendrik Ilves,3880
Javier Sotomayor,3880
Christian VIII of Denmark,3877
Paul Keres,3875
Ion Iliescu,3874
Juan Ramón Jiménez,3874
Jorge Valdano,3873
Charles IV of France,3872
Alexander of Greece,3870
Osman II,3869
Muhammad Abduh,3869
Paul Breitner,3867
François Bozizé,3865
Bongani Khumalo,3862
Chaim Herzog,3862
Nicole Vaidišová,3858
Ibrahim Ferrer,3858
Philip III of Macedon,3855
Jaime Alguersuari,3854
Miguel Ángel Nadal,3853
Unas,3851
Alassane Ouattara,3851
Andriy Pyatov,3850
Melvin Calvin,3848
Carl Theodor Dreyer,3847
Carl Menger,3845
Pope Callixtus III,3845
Jyrki Katainen,3844
Lindsay Anderson,3843
Ernesto Sabato,3843
Henry I of France,3842
Tranquillo Barnetta,3842
Ricardo Martinelli,3841
Antisthenes,3841
Richard Mentor Johnson,3839
Louis X of France,3835
Irina Bokova,3833
Kenneth I of Scotland,3830
Paul Dukas,3828
Cadel Evans,3825
Étienne Bonnot de Condillac,3824
Abraham Ortelius,3821
Ferdinand Schörner,3821
Demetrio Albertini,3820
Markus Wolf,3819
Gregory of Nazianzus,3818
Antoni Tàpies,3811
Isocrates,3807
Viktor Vasnetsov,3806
Domenico Modugno,3803
Le Duc Tho,3802
Louis Aragon,3799
Jacobo Arbenz Guzmán,3798
Pope Gregory XVI,3797
Tolui Borjigin,3797
Philip Neri,3795
Fred Zinnemann,3794
Otto Wagner,3793
Ralf Dahrendorf,3789
Fernando Collor de Mello,3787
Renata Tebaldi,3787
Licinius,3787
Alfred von Tirpitz,3785
Walther Rathenau,3785
Æthelred of Wessex,3782
Idriss Déby,3780
Nicos Anastasiades,3779
William Stanley Jevons,3779
Roman Shirokov,3779
Dietrich Fischer-Dieskau,3776
Jean-Marie Gustave Le Clézio,3773
Marko Pantelić,3773
René Lacoste,3771
Luciano Spalletti,3768
"John the Fearless, Duke of Burgundy",3768
Édouard Daladier,3767
Sándor Kocsis,3766
Marco Amelia,3764
Basil Liddell Hart,3763
Grigori Alexandrovich Potemkin,3763
Jairzinho,3762
Andrey Vlasov,3762
Anna Chakvetadze,3761
Stephen III of Moldavia,3759
Adolphe Thiers,3755
Ngũgĩ wa Thiong'o,3753
Pedro de Alvarado,3751
Siméon Denis Poisson,3751
Nicolaus Otto,3750
Simon Stevin,3746
Pope Pius IV,3743
Joseph-Ignace Guillotin,3743
Guy Demel,3741
Fernando González,3741
Pope Silvester II,3740
David Oistrakh,3740
Antonio da Correggio,3739
Demy de Zeeuw,3738
Lajos Kossuth,3737
Viktor Zubkov,3736
Abraham de Moivre,3734
Sebastián Abreu,3733
Francisco de Miranda,3733
Sergiu Celibidache,3732
Christian Wilhelmsson,3730
Gregory of Tours,3728
Talal of Jordan,3727
Don Rosa,3725
Mily Balakirev,3722
Jacques Monod,3717
Ngo Bao Chau,3716
Pope Shenouda III of Alexandria,3715
Walther Funk,3714
János Kádár,3712
Güyük Khan,3712
René Laennec,3709
Casimir III of Poland,3709
Arthur Compton,3707
Omar Bongo,3704
William Anders,3702
Kurt Student,3700
Harald I of Norway,3696
Fatih Akın,3696
Alfred Graf von Schlieffen,3694
Behgjet Pacolli,3689
Władysław Sikorski,3685
Daniele Bonera,3683
Albert Szent-Györgyi,3676
Max Scheler,3671
Omar Suleiman,3668
Mary of Burgundy,3667
Richard Kingson,3667
Mairead Corrigan,3666
Hippolytus,3665
Pope Silvester I,3664
Antipope Laurentius,3664
Francisco de Orellana,3664
Habib Bourguiba,3662
Ahmed III,3659
Serge Haroche,3658
Abd ar-Rahman I,3655
Piye,3654
Muntadhar al Zaidi,3647
Maria II of Portugal,3647
Adolphe-Charles Adam,3646
Michal Kadlec,3645
Miloš Zeman,3645
David H. Hubel,3644
D'Artagnan,3643
Michael Praetorius,3643
Friedrich Wöhler,3642
Hugo Wolf,3642
Letsie III of Lesotho,3639
Mike Hawthorn,3638
Charles the Simple,3636
Torquato Tasso,3634
Guillermo Vilas,3632
Ferdinand I of Bulgaria,3629
John Hanning Speke,3628
Paulo Wanchope,3628
Joaquim Maria Machado de Assis,3628
Christian Panucci,3626
Saul Perlmutter,3625
Gelson Fernandes,3623
Tirunesh Dibaba,3621
Dolores Ibárruri,3621
Joseph Black,3616
Urho Kekkonen,3613
Gianni Rivera,3613
Hermann Hoth,3613
Edred of England,3611
Irving Langmuir,3610
Kim Yong-nam,3610
Macrinus,3608
Marat Izmailov,3608
Kurt Schuschnigg,3606
Brian P. Schmidt,3602
Jamal al-Din al-Afghani,3601
Marguerite de Navarre,3599
Ferdinand VI of Spain,3599
Alberto Granado,3598
Óscar Arias,3598
Alp Arslan,3598
Antolín Alcaraz,3595
Emerson Ferreira da Rosa,3594
Jason Derulo,3591
Simonides of Ceos,3589
Tomás Luis de Victoria,3589
Stefan Raab,3589
Fritz Sauckel,3589
Christophe Lemaître,3588
Simon bar Kokhba,3588
Mustafa I,3582
Ernest Bai Koroma,3582
Yakov Sverdlov,3581
Andrés Palop,3580
Robert FitzRoy,3579
Jogaila,3578
Alphonsus Liguori,3578
Stenka Razin,3577
Willy Sagnol,3577
Juan Carlos Ferrero,3576
Muhammad Naguib,3573
Louis the German,3571
Charles XI of Sweden,3564
Carlo Buonaparte,3564
Pope Anacletus,3563
Oscar I of Sweden,3562
Cao Pi,3558
Maria Göppert-Mayer,3556
Sviatoslav I of Kiev,3552
Eric Bloodaxe,3549
Benedetto Croce,3543
Pérotin,3540
Nicolas-Joseph Cugnot,3537
Johanna Spyri,3533
Christian Ziege,3533
Benjamin Constant,3532
Idris I of Libya,3531
Arantxa Sánchez Vicario,3531
John VI of Portugal,3531
Jean Jaurès,3529
Tarcisio Cardinal Bertone,3529
Hasan Salihamidžić,3525
Peter I of Yugoslavia,3525
Jules Ferry,3523
Sauli Niinistö,3522
Ahmed Ben Bella,3512
Felipe González,3509
Ephrem the Syrian,3508
Désirée Clary,3503
Marguerite Yourcenar,3501
Javier Pérez de Cuéllar,3495
Arkady Strugatsky,3494
Vera Zvonareva,3494
Yoshihiko Noda,3492
Mauricio Funes,3489
Manetho,3488
Eduard Bernstein,3485
Robert I of France,3485
Ferruccio Busoni,3484
Andreas Papandreou,3482
John I of Portugal,3480
Nihat Kahveci,3479
Nestorius,3478
Wolfram von Richthofen,3477
Babrak Karmal,3476
Umaru Musa Yar'Adua,3471
Wilhelm Maybach,3470
Petter Solberg,3469
Carlos Saura,3469
Levi Eshkol,3466
Pope Hilarius,3463
Oliver E. Williamson,3463
Markus Rosenberg,3460
Magnus Maximus,3459
Arthur Cayley,3459
Václav Klaus,3457
Ernst Werner von Siemens,3457
Juan Silveira dos Santos,3455
Sébastien Le Prestre de Vauban,3455
Nikolai Ivanovich Lobachevsky,3453
Leo III the Isaurian,3452
Bohemund I of Antioch,3449
Nicolás Massú,3445
Svetlana Kuznetsova,3443
Hans Sloane,3442
Francesco Toldo,3442
Grégory Lemarchal,3442
Nicolas Steno,3442
Miguel Ángel Asturias,3439
Hakan Yakin,3438
David Suazo,3438
Trygve Lie,3438
Naser al-Din Shah Qajar,3437
Leonid Kuchma,3436
Henrietta Swan Leavitt,3435
Saad Hariri,3435
Karun Chandok,3434
Murad V,3434
Edwin Moses,3434
Javier Aguirre,3434
Jérôme Bonaparte,3433
Utamaro,3431
Marc-Antoine Charpentier,3429
Fábio Aurélio,3428
Baltasar Gracián y Morales,3427
Michele Alboreto,3427
Pietro Perugino,3426
Manolo Escobar,3426
Li Peng,3426
Uzziah of Judah,3424
Chinedu Obasi Ogbuke,3423
Jean Tigana,3422
Saint Sava,3422
Sébastien Bourdais,3421
Alcide De Gasperi,3421
Georg Büchner,3421
Georgy L'vov,3421
Volkan Demirel,3419
Fritz Zwicky,3417
Alexandra Kollontai,3416
Yevgeny Kafelnikov,3415
Aleksei Grigorievich Stakhanov,3414
Pope Urban VII,3413
Yukio Hatoyama,3408
Johannes Diderik van der Waals,3407
Carlos Alberto Parreira,3406
Franco Modigliani,3405
Klement Gottwald,3404
Peter Debye,3404
Decebalus,3402
Luis de Góngora,3401
Thom Mayne,3399
Tigranes the Great,3398
Ivan Bunin,3396
Manuel Azaña,3396
Luisão,3395
Tommy Robredo,3394
Guadalupe Victoria,3393
Roger II of Sicily,3392
Nicolas Malebranche,3391
Jean Anouilh,3389
Lazzaro Spallanzani,3388
Jigoro Kano,3388
Shaukat Aziz,3387
Walther von Reichenau,3384
Hans-Jörg Butt,3381
Maximilian I of Bavaria,3381
Valentinian III,3378
Elena Gheorghe,3377
Pope Paul V,3377
Mary Blair,3377
Ivan Shishkin,3376
Ptolemy II Philadelphus,3375
Pietro Mascagni,3374
Karl Friedrich Schinkel,3372
Chingiz Aĭtmatov,3368
Parmigianino,3368
Pope John XXII,3365
Jan Steen,3364
Gérard de Nerval,3362
Pope Clement XIV,3361
John Wallis,3359
Stephen Warnock,3359
Deodoro da Fonseca,3359
Gerald Asamoah,3357
Sertab Erener,3356
Pope Clement VIII,3356
Naoto Kan,3353
Robert Guiscard,3353
Pope Innocent IV,3352
Hanna Schygulla,3350
Peter the Hermit,3350
Callimachus,3349
José Ramos-Horta,3349
Giuseppe Tartini,3347
Nicholas of Cusa,3346
Béla Kun,3346
Oleh Husyev,3345
Bujar Nishani,3344
John Ray,3344
Jesper Grønkjær,3344
Aníbal Cavaco Silva,3342
Imre Kertész,3340
Avraam Papadopoulos,3339
Stijn Schaars,3338
Rudolf Clausius,3338
Manucho Gonçalves,3337
Armando Guebuza,3336
Gherman Titov,3335
James I of Aragon,3334
Charles XIII of Sweden,3333
Ivan Klasnić,3331
Giacinto Facchetti,3330
Giovanni Domenico Cassini,3329
Halldór Laxness,3328
Stilicho,3327
Igor Denisov,3326
Verka Serduchka,3326
Juan Pablo Sorín,3326
Felix Klein,3325
David J. Wineland,3324
Marc Bloch,3323
Pope Marcellus II,3320
Chagatai Khan,3320
Agostinho Neto,3319
Jozef Tiso,3318
Henry Campbell-Bannerman,3316
Egas Moniz,3315
Pietro Badoglio,3309
Severo Ochoa,3307
Rafael Moneo,3307
Charles Le Brun,3306
Sotirios Kyrgiakos,3305
Willy Messerschmitt,3304
Alain Robbe-Grillet,3302
Aleksandr Vasilevsky,3301
Piotr Trochowski,3294
Pope Gregory IX,3293
Pope Formosus,3292
Claude Lelouch,3288
Carlos I of Portugal,3286
Constantine VII,3284
Max Frisch,3284
Halford John Mackinder,3284
Hasekura Tsunenaga,3283
Rustam Kasimdzhanov,3282
Zoltán Gera,3280
Vladimir Stojković,3280
Herod Archelaus,3278
Mentuhotep II,3276
Archilochus,3276
Heinrich Ignaz Franz von Biber,3276
Robert Koren,3275
Eduardo dos Reis Carvalho,3274
Elias James Corey,3273
Benjamin Thompson,3273
Charles W. Fairbanks,3273
Yevgeniy Yevtushenko,3273
Dzhokhar Dudayev,3273
Mohammed V of Morocco,3269
José Ribera,3268
Blanche of Castile,3265
Otto Klemperer,3265
Simone Perrotta,3265
Sander Boschker,3264
Vere Gordon Childe,3262
Jacques Delors,3256
Bruno Schulz,3256
Walter Gilbert,3255
Ibrahim Rugova,3255
Andy Schleck,3254
Moncef Marzouki,3253
Baron d'Holbach,3253
Gustav IV Adolf of Sweden,3252
Jacques Rogge,3252
Mardy Fish,3251
Andrew Huxley,3250
Rūta Meilutytė,3250
Dennis Rommedahl,3249
Herostratus,3248
Erskine Caldwell,3247
Turgut Özal,3243
Carlo Goldoni,3243
Felix Bloch,3242
Gennady Zyuganov,3240
Merowig,3240
Giuseppe Peano,3240
Wilhelm Dilthey,3237
Roberto Saviano,3234
Arcadius,3232
Frederick VII of Denmark,3232
Carl Spitzweg,3231
Robert Mundell,3231
Philipp Lenard,3231
Eduard Limonov,3229
Michael Spence,3227
Marie Dressler,3226
Frank Wilczek,3225
Kimon,3224
Pope Gregory III,3223
Alphonse Daudet,3222
